Category_1,Category_2,Category_3,Category_4,Month of absence,Day of the week,Seasons,Transportation expense,Distance from Residence to Work,Service time,Age,Work load Average/day ,Hit target,Disciplinary failure,Education,Children,Social drinker,Social smoker,Pet,Weight,Height,Body mass index,Absenteeism time in hours
0.0,0.0,0.0,1.0,4.0,6,3,291.0,31.0,12.0,40.0,326.452,96.0,0.0,0.0,1.0,1.0,0.0,1.0,73.0,171.0,25.0,1.0
0.0,0.0,0.0,1.0,4.0,6,3,248.0,25.0,14.0,47.0,326.452,96.0,0.0,0.0,2.0,0.0,0.0,1.0,86.0,165.0,32.0,8.0
0.0,0.0,1.0,0.0,4.0,6,3,260.0,50.0,11.0,36.0,326.452,96.0,0.0,0.0,4.0,1.0,0.0,0.0,65.0,168.0,23.0,56.0
0.0,0.0,1.0,0.0,4.0,3,3,289.0,36.0,13.0,33.0,326.452,96.0,0.0,0.0,2.0,1.0,0.0,1.0,90.0,172.0,30.0,8.0
1.0,0.0,0.0,0.0,4.0,4,3,155.0,12.0,14.0,34.0,326.452,96.0,0.0,0.0,2.0,1.0,0.0,0.0,95.0,196.0,25.0,24.0
0.0,0.0,1.0,0.0,4.0,4,3,378.0,49.0,11.0,36.0,326.452,96.0,0.0,0.0,2.0,0.0,1.0,4.0,65.0,174.0,21.0,8.0
1.0,0.0,0.0,0.0,4.0,5,3,289.0,36.0,13.0,33.0,326.452,96.0,0.0,0.0,2.0,1.0,0.0,1.0,90.0,172.0,30.0,16.0
1.0,0.0,0.0,0.0,4.0,6,3,235.0,11.0,14.0,37.0,326.452,96.0,0.0,1.0,1.0,0.0,0.0,1.0,88.0,172.0,29.0,3.0
0.0,0.0,0.0,0.0,4.0,2,3,235.0,29.0,12.0,48.0,326.452,96.0,1.0,0.0,1.0,0.0,1.0,5.0,88.0,163.0,33.0,0.0
1.0,0.0,0.0,0.0,5.0,4,3,289.0,36.0,13.0,33.0,378.884,92.0,0.0,0.0,2.0,1.0,0.0,1.0,90.0,172.0,30.0,8.0
0.0,0.0,0.0,1.0,5.0,5,3,155.0,12.0,14.0,34.0,378.884,92.0,0.0,0.0,2.0,1.0,0.0,0.0,95.0,196.0,25.0,2.0
0.0,0.0,0.0,1.0,5.0,2,3,155.0,12.0,14.0,34.0,378.884,92.0,0.0,0.0,2.0,1.0,0.0,0.0,95.0,196.0,25.0,1.0
0.0,0.0,1.0,0.0,5.0,3,3,179.0,51.0,18.0,38.0,378.884,92.0,0.0,0.0,0.0,1.0,0.0,0.0,89.0,170.0,31.0,8.0
0.0,0.0,1.0,0.0,5.0,3,3,225.0,26.0,9.0,28.0,378.884,92.0,0.0,0.0,1.0,0.0,0.0,2.0,69.0,169.0,24.0,8.0
1.0,0.0,0.0,0.0,5.0,4,3,184.0,42.0,7.0,27.0,378.884,92.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,167.0,21.0,4.0
0.0,0.0,0.0,1.0,5.0,2,3,155.0,12.0,14.0,34.0,378.884,92.0,0.0,0.0,2.0,1.0,0.0,0.0,95.0,196.0,25.0,2.0
1.0,0.0,0.0,0.0,5.0,3,3,179.0,51.0,18.0,38.0,378.884,92.0,0.0,0.0,0.0,1.0,0.0,0.0,89.0,170.0,31.0,1.0
1.0,0.0,0.0,0.0,5.0,4,3,289.0,36.0,13.0,33.0,378.884,92.0,0.0,0.0,2.0,1.0,0.0,1.0,90.0,172.0,30.0,24.0
0.0,0.0,0.0,0.0,5.0,4,3,279.0,5.0,14.0,39.0,378.884,92.0,1.0,0.0,2.0,1.0,1.0,0.0,68.0,168.0,24.0,0.0
0.0,0.0,0.0,0.0,5.0,4,3,330.0,16.0,4.0,28.0,378.884,92.0,1.0,1.0,0.0,0.0,0.0,0.0,84.0,182.0,25.0,0.0
0.0,0.0,0.0,0.0,5.0,4,3,388.0,15.0,9.0,50.0,378.884,92.0,1.0,0.0,0.0,0.0,0.0,0.0,76.0,178.0,24.0,0.0
1.0,0.0,0.0,0.0,5.0,3,3,179.0,51.0,18.0,38.0,378.884,92.0,0.0,0.0,0.0,1.0,0.0,0.0,89.0,170.0,31.0,1.0
1.0,0.0,0.0,0.0,5.0,4,3,118.0,13.0,18.0,50.0,378.884,92.0,0.0,0.0,1.0,1.0,0.0,0.0,98.0,178.0,31.0,24.0
0.0,0.0,0.0,1.0,6.0,2,3,361.0,52.0,3.0,28.0,377.55,94.0,0.0,0.0,1.0,1.0,0.0,4.0,80.0,172.0,27.0,8.0
1.0,0.0,0.0,0.0,6.0,3,3,246.0,25.0,16.0,41.0,377.55,94.0,0.0,0.0,0.0,1.0,0.0,0.0,67.0,170.0,23.0,24.0
0.0,0.0,0.0,1.0,6.0,5,3,291.0,31.0,12.0,40.0,377.55,94.0,0.0,0.0,1.0,1.0,0.0,1.0,73.0,171.0,25.0,4.0
1.0,0.0,0.0,0.0,6.0,2,3,179.0,51.0,18.0,38.0,377.55,94.0,0.0,0.0,0.0,1.0,0.0,0.0,89.0,170.0,31.0,8.0
0.0,0.0,0.0,1.0,6.0,2,3,155.0,12.0,14.0,34.0,377.55,94.0,0.0,0.0,2.0,1.0,0.0,0.0,95.0,196.0,25.0,4.0
1.0,0.0,0.0,0.0,6.0,2,3,246.0,25.0,16.0,41.0,377.55,94.0,0.0,0.0,0.0,1.0,0.0,0.0,67.0,170.0,23.0,8.0
1.0,0.0,0.0,0.0,6.0,4,3,118.0,13.0,18.0,50.0,377.55,94.0,0.0,0.0,1.0,1.0,0.0,0.0,98.0,178.0,31.0,8.0
1.0,0.0,0.0,0.0,6.0,6,3,235.0,11.0,14.0,37.0,377.55,94.0,0.0,1.0,1.0,0.0,0.0,1.0,88.0,172.0,29.0,16.0
0.0,0.0,0.0,1.0,6.0,3,3,118.0,13.0,18.0,50.0,377.55,94.0,0.0,0.0,1.0,1.0,0.0,0.0,98.0,178.0,31.0,1.0
1.0,0.0,0.0,0.0,6.0,4,3,118.0,13.0,18.0,50.0,377.55,94.0,0.0,0.0,1.0,1.0,0.0,0.0,98.0,178.0,31.0,80.0
0.0,0.0,0.0,1.0,6.0,5,3,378.0,49.0,11.0,36.0,377.55,94.0,0.0,0.0,2.0,0.0,1.0,4.0,65.0,174.0,21.0,8.0
1.0,0.0,0.0,0.0,6.0,6,3,179.0,51.0,18.0,38.0,377.55,94.0,0.0,0.0,0.0,1.0,0.0,0.0,89.0,170.0,31.0,2.0
0.0,0.0,0.0,1.0,6.0,2,1,289.0,48.0,29.0,49.0,377.55,94.0,0.0,0.0,0.0,0.0,0.0,2.0,108.0,172.0,36.0,2.0
0.0,0.0,0.0,1.0,6.0,5,1,225.0,26.0,9.0,28.0,377.55,94.0,0.0,0.0,1.0,0.0,0.0,2.0,69.0,169.0,24.0,2.0
0.0,0.0,1.0,0.0,7.0,3,1,155.0,12.0,14.0,34.0,275.312,98.0,0.0,0.0,2.0,1.0,0.0,0.0,95.0,196.0,25.0,16.0
1.0,0.0,0.0,0.0,7.0,4,1,118.0,13.0,18.0,50.0,275.312,98.0,0.0,0.0,1.0,1.0,0.0,0.0,98.0,178.0,31.0,8.0
1.0,0.0,0.0,0.0,7.0,6,1,118.0,10.0,10.0,37.0,275.312,98.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,172.0,28.0,8.0
0.0,0.0,0.0,1.0,7.0,6,1,118.0,10.0,10.0,37.0,275.312,98.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,172.0,28.0,4.0
0.0,0.0,0.0,1.0,7.0,3,1,330.0,16.0,4.0,28.0,275.312,98.0,0.0,1.0,0.0,0.0,0.0,0.0,84.0,182.0,25.0,8.0
0.0,0.0,1.0,0.0,7.0,5,1,179.0,26.0,9.0,30.0,275.312,98.0,0.0,1.0,0.0,0.0,0.0,0.0,56.0,171.0,19.0,8.0
0.0,0.0,0.0,1.0,7.0,6,1,155.0,12.0,14.0,34.0,275.312,98.0,0.0,0.0,2.0,1.0,0.0,0.0,95.0,196.0,25.0,2.0
1.0,0.0,0.0,0.0,7.0,2,1,330.0,16.0,4.0,28.0,275.312,98.0,0.0,1.0,0.0,0.0,0.0,0.0,84.0,182.0,25.0,8.0
1.0,0.0,0.0,0.0,7.0,3,1,330.0,16.0,4.0,28.0,275.312,98.0,0.0,1.0,0.0,0.0,0.0,0.0,84.0,182.0,25.0,8.0
0.0,0.0,0.0,1.0,7.0,2,1,157.0,27.0,6.0,29.0,275.312,98.0,0.0,0.0,0.0,1.0,1.0,0.0,75.0,185.0,22.0,3.0
0.0,0.0,0.0,1.0,7.0,3,1,361.0,52.0,3.0,28.0,275.312,98.0,0.0,0.0,1.0,1.0,0.0,4.0,80.0,172.0,27.0,8.0
0.0,0.0,0.0,1.0,7.0,4,1,289.0,36.0,13.0,33.0,275.312,98.0,0.0,0.0,2.0,1.0,0.0,1.0,90.0,172.0,30.0,8.0
0.0,0.0,0.0,1.0,7.0,5,1,179.0,51.0,18.0,38.0,275.312,98.0,0.0,0.0,0.0,1.0,0.0,0.0,89.0,170.0,31.0,8.0
0.0,0.0,1.0,0.0,7.0,2,1,289.0,36.0,13.0,33.0,275.312,98.0,0.0,0.0,2.0,1.0,0.0,1.0,90.0,172.0,30.0,32.0
0.0,0.0,1.0,0.0,7.0,5,1,289.0,36.0,13.0,33.0,275.312,98.0,0.0,0.0,2.0,1.0,0.0,1.0,90.0,172.0,30.0,8.0
0.0,0.0,0.0,0.0,7.0,5,1,260.0,50.0,11.0,36.0,275.312,98.0,1.0,0.0,4.0,1.0,0.0,0.0,65.0,168.0,23.0,0.0
0.0,0.0,1.0,0.0,8.0,6,1,289.0,36.0,13.0,33.0,265.615,94.0,0.0,0.0,2.0,1.0,0.0,1.0,90.0,172.0,30.0,8.0
0.0,0.0,1.0,0.0,8.0,6,1,157.0,27.0,6.0,29.0,265.615,94.0,0.0,0.0,0.0,1.0,1.0,0.0,75.0,185.0,22.0,3.0
0.0,0.0,0.0,1.0,8.0,2,1,289.0,36.0,13.0,33.0,265.615,94.0,0.0,0.0,2.0,1.0,0.0,1.0,90.0,172.0,30.0,1.0
0.0,0.0,1.0,0.0,8.0,3,1,228.0,14.0,16.0,58.0,265.615,94.0,0.0,0.0,2.0,0.0,0.0,1.0,65.0,172.0,22.0,8.0
1.0,0.0,0.0,0.0,8.0,5,1,300.0,26.0,13.0,43.0,265.615,94.0,0.0,0.0,2.0,1.0,1.0,1.0,77.0,175.0,25.0,1.0
1.0,0.0,0.0,0.0,8.0,5,1,300.0,26.0,13.0,43.0,265.615,94.0,0.0,0.0,2.0,1.0,1.0,1.0,77.0,175.0,25.0,2.0
0.0,0.0,0.0,1.0,8.0,6,1,260.0,50.0,11.0,36.0,265.615,94.0,0.0,0.0,4.0,1.0,0.0,0.0,65.0,168.0,23.0,4.0
0.0,0.0,0.0,1.0,8.0,3,1,289.0,36.0,13.0,33.0,265.615,94.0,0.0,0.0,2.0,1.0,0.0,1.0,90.0,172.0,30.0,4.0
0.0,0.0,0.0,1.0,8.0,4,1,248.0,25.0,14.0,47.0,265.615,94.0,0.0,0.0,2.0,0.0,0.0,1.0,86.0,165.0,32.0,1.0
1.0,0.0,0.0,0.0,8.0,5,1,268.0,11.0,8.0,33.0,265.615,94.0,0.0,1.0,0.0,0.0,0.0,0.0,79.0,178.0,25.0,8.0
0.0,0.0,0.0,1.0,8.0,5,1,179.0,26.0,9.0,30.0,265.615,94.0,0.0,1.0,0.0,0.0,0.0,0.0,56.0,171.0,19.0,1.0
1.0,0.0,0.0,0.0,8.0,5,1,118.0,13.0,18.0,50.0,265.615,94.0,0.0,0.0,1.0,1.0,0.0,0.0,98.0,178.0,31.0,3.0
0.0,0.0,0.0,1.0,8.0,2,1,248.0,25.0,14.0,47.0,265.615,94.0,0.0,0.0,2.0,0.0,0.0,1.0,86.0,165.0,32.0,2.0
0.0,0.0,0.0,1.0,8.0,3,1,235.0,11.0,14.0,37.0,265.615,94.0,0.0,1.0,1.0,0.0,0.0,1.0,88.0,172.0,29.0,1.0
0.0,0.0,0.0,1.0,8.0,5,1,118.0,13.0,18.0,50.0,265.615,94.0,0.0,0.0,1.0,1.0,0.0,0.0,98.0,178.0,31.0,1.0
1.0,0.0,0.0,0.0,9.0,2,1,179.0,51.0,18.0,38.0,294.217,81.0,0.0,0.0,0.0,1.0,0.0,0.0,89.0,170.0,31.0,8.0
0.0,0.0,0.0,1.0,9.0,6,1,179.0,51.0,18.0,38.0,294.217,81.0,0.0,0.0,0.0,1.0,0.0,0.0,89.0,170.0,31.0,3.0
0.0,0.0,0.0,0.0,9.0,3,1,231.0,35.0,14.0,39.0,294.217,81.0,1.0,0.0,2.0,1.0,0.0,2.0,100.0,170.0,35.0,0.0
0.0,0.0,0.0,0.0,9.0,3,1,291.0,50.0,12.0,32.0,294.217,81.0,1.0,0.0,0.0,1.0,0.0,0.0,65.0,169.0,23.0,0.0
1.0,0.0,0.0,0.0,9.0,4,1,179.0,51.0,18.0,38.0,294.217,81.0,0.0,0.0,0.0,1.0,0.0,0.0,89.0,170.0,31.0,8.0
1.0,0.0,0.0,0.0,9.0,4,1,246.0,25.0,16.0,41.0,294.217,81.0,0.0,0.0,0.0,1.0,0.0,0.0,67.0,170.0,23.0,32.0
0.0,0.0,0.0,1.0,9.0,5,1,179.0,51.0,18.0,38.0,294.217,81.0,0.0,0.0,0.0,1.0,0.0,0.0,89.0,170.0,31.0,1.0
0.0,0.0,0.0,1.0,9.0,6,1,291.0,31.0,12.0,40.0,294.217,81.0,0.0,0.0,1.0,1.0,0.0,1.0,73.0,171.0,25.0,4.0
0.0,0.0,0.0,1.0,9.0,6,1,260.0,50.0,11.0,36.0,294.217,81.0,0.0,0.0,4.0,1.0,0.0,0.0,65.0,168.0,23.0,4.0
0.0,0.0,0.0,1.0,9.0,4,4,235.0,20.0,13.0,43.0,294.217,81.0,0.0,0.0,1.0,1.0,0.0,0.0,106.0,167.0,38.0,8.0
0.0,0.0,0.0,1.0,9.0,5,4,118.0,13.0,18.0,50.0,294.217,81.0,0.0,0.0,1.0,1.0,0.0,0.0,98.0,178.0,31.0,1.0
0.0,0.0,0.0,0.0,9.0,5,4,235.0,20.0,13.0,43.0,294.217,81.0,1.0,0.0,1.0,1.0,0.0,0.0,106.0,167.0,38.0,0.0
0.0,0.0,0.0,1.0,9.0,6,4,291.0,31.0,12.0,40.0,294.217,81.0,0.0,0.0,1.0,1.0,0.0,1.0,73.0,171.0,25.0,3.0
1.0,0.0,0.0,0.0,9.0,2,4,291.0,31.0,12.0,40.0,294.217,81.0,0.0,0.0,1.0,1.0,0.0,1.0,73.0,171.0,25.0,40.0
1.0,0.0,0.0,0.0,9.0,2,4,179.0,51.0,18.0,38.0,294.217,81.0,0.0,0.0,0.0,1.0,0.0,0.0,89.0,170.0,31.0,8.0
0.0,0.0,0.0,1.0,10.0,2,4,289.0,36.0,13.0,33.0,265.017,88.0,0.0,0.0,2.0,1.0,0.0,1.0,90.0,172.0,30.0,8.0
0.0,0.0,0.0,1.0,10.0,2,4,235.0,11.0,14.0,37.0,265.017,88.0,0.0,1.0,1.0,0.0,0.0,1.0,88.0,172.0,29.0,4.0
0.0,0.0,0.0,1.0,10.0,2,4,289.0,36.0,13.0,33.0,265.017,88.0,0.0,0.0,2.0,1.0,0.0,1.0,90.0,172.0,30.0,8.0
0.0,0.0,0.0,1.0,10.0,6,4,289.0,36.0,13.0,33.0,265.017,88.0,0.0,0.0,2.0,1.0,0.0,1.0,90.0,172.0,30.0,8.0
0.0,0.0,0.0,0.0,10.0,6,4,118.0,13.0,18.0,50.0,265.017,88.0,1.0,0.0,1.0,1.0,0.0,0.0,98.0,178.0,31.0,0.0
0.0,0.0,0.0,0.0,10.0,6,4,248.0,25.0,14.0,47.0,265.017,88.0,1.0,0.0,2.0,0.0,0.0,1.0,86.0,165.0,32.0,0.0
1.0,0.0,0.0,0.0,10.0,2,4,179.0,26.0,9.0,30.0,265.017,88.0,0.0,1.0,0.0,0.0,0.0,0.0,56.0,171.0,19.0,8.0
1.0,0.0,0.0,0.0,10.0,2,4,118.0,10.0,10.0,37.0,265.017,88.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,172.0,28.0,3.0
0.0,0.0,0.0,1.0,10.0,2,4,369.0,17.0,12.0,31.0,265.017,88.0,0.0,0.0,3.0,1.0,0.0,0.0,70.0,169.0,25.0,8.0
0.0,0.0,0.0,1.0,10.0,4,4,179.0,51.0,18.0,38.0,265.017,88.0,0.0,0.0,0.0,1.0,0.0,0.0,89.0,170.0,31.0,1.0
1.0,0.0,0.0,0.0,10.0,4,4,179.0,26.0,9.0,30.0,265.017,88.0,0.0,1.0,0.0,0.0,0.0,0.0,56.0,171.0,19.0,64.0
0.0,0.0,0.0,0.0,10.0,4,4,235.0,20.0,13.0,43.0,265.017,88.0,1.0,0.0,1.0,1.0,0.0,0.0,106.0,167.0,38.0,0.0
0.0,0.0,1.0,0.0,10.0,5,4,289.0,36.0,13.0,33.0,265.017,88.0,0.0,0.0,2.0,1.0,0.0,1.0,90.0,172.0,30.0,16.0
0.0,0.0,0.0,0.0,10.0,6,4,235.0,20.0,13.0,43.0,265.017,88.0,1.0,0.0,1.0,1.0,0.0,0.0,106.0,167.0,38.0,0.0
0.0,0.0,0.0,1.0,10.0,2,4,235.0,20.0,13.0,43.0,265.017,88.0,0.0,0.0,1.0,1.0,0.0,0.0,106.0,167.0,38.0,2.0
0.0,0.0,0.0,1.0,10.0,2,4,235.0,20.0,13.0,43.0,265.017,88.0,0.0,0.0,1.0,1.0,0.0,0.0,106.0,167.0,38.0,2.0
0.0,0.0,0.0,1.0,10.0,3,4,118.0,13.0,18.0,50.0,265.017,88.0,0.0,0.0,1.0,1.0,0.0,0.0,98.0,178.0,31.0,1.0
0.0,0.0,0.0,1.0,10.0,3,4,291.0,31.0,12.0,40.0,265.017,88.0,0.0,0.0,1.0,1.0,0.0,1.0,73.0,171.0,25.0,4.0
0.0,0.0,0.0,1.0,10.0,5,4,179.0,26.0,9.0,30.0,265.017,88.0,0.0,1.0,0.0,0.0,0.0,0.0,56.0,171.0,19.0,16.0
0.0,0.0,0.0,1.0,10.0,5,4,118.0,13.0,18.0,50.0,265.017,88.0,0.0,0.0,1.0,1.0,0.0,0.0,98.0,178.0,31.0,1.0
1.0,0.0,0.0,0.0,10.0,2,4,361.0,52.0,3.0,28.0,265.017,88.0,0.0,0.0,1.0,1.0,0.0,4.0,80.0,172.0,27.0,8.0
0.0,0.0,0.0,0.0,10.0,3,4,260.0,50.0,11.0,36.0,265.017,88.0,1.0,0.0,4.0,1.0,0.0,0.0,65.0,168.0,23.0,0.0
0.0,0.0,0.0,0.0,10.0,3,4,291.0,31.0,12.0,40.0,265.017,88.0,1.0,0.0,1.0,1.0,0.0,1.0,73.0,171.0,25.0,0.0
1.0,0.0,0.0,0.0,10.0,4,4,179.0,26.0,9.0,30.0,265.017,88.0,0.0,1.0,0.0,0.0,0.0,0.0,56.0,171.0,19.0,5.0
1.0,0.0,0.0,0.0,10.0,4,4,179.0,26.0,9.0,30.0,265.017,88.0,0.0,1.0,0.0,0.0,0.0,0.0,56.0,171.0,19.0,5.0
0.0,0.0,0.0,1.0,10.0,5,4,118.0,13.0,18.0,50.0,265.017,88.0,0.0,0.0,1.0,1.0,0.0,0.0,98.0,178.0,31.0,1.0
1.0,0.0,0.0,0.0,11.0,2,4,118.0,10.0,10.0,37.0,284.031,97.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,172.0,28.0,8.0
0.0,0.0,0.0,1.0,11.0,2,4,248.0,25.0,14.0,47.0,284.031,97.0,0.0,0.0,2.0,0.0,0.0,1.0,86.0,165.0,32.0,2.0
1.0,0.0,0.0,0.0,11.0,3,4,179.0,51.0,18.0,38.0,284.031,97.0,0.0,0.0,0.0,1.0,0.0,0.0,89.0,170.0,31.0,8.0
0.0,0.0,0.0,1.0,11.0,6,4,260.0,50.0,11.0,36.0,284.031,97.0,0.0,0.0,4.0,1.0,0.0,0.0,65.0,168.0,23.0,3.0
0.0,0.0,0.0,1.0,11.0,2,4,291.0,31.0,12.0,40.0,284.031,97.0,0.0,0.0,1.0,1.0,0.0,1.0,73.0,171.0,25.0,1.0
1.0,0.0,0.0,0.0,11.0,2,4,378.0,49.0,11.0,36.0,284.031,97.0,0.0,0.0,2.0,0.0,1.0,4.0,65.0,174.0,21.0,8.0
0.0,0.0,0.0,1.0,11.0,2,4,235.0,20.0,13.0,43.0,284.031,97.0,0.0,0.0,1.0,1.0,0.0,0.0,106.0,167.0,38.0,8.0
0.0,0.0,0.0,0.0,11.0,3,4,330.0,16.0,4.0,28.0,284.031,97.0,1.0,1.0,0.0,0.0,0.0,0.0,84.0,182.0,25.0,0.0
0.0,0.0,1.0,0.0,11.0,4,4,235.0,11.0,14.0,37.0,284.031,97.0,0.0,1.0,1.0,0.0,0.0,1.0,88.0,172.0,29.0,1.0
1.0,0.0,0.0,0.0,11.0,4,4,118.0,10.0,10.0,37.0,284.031,97.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,172.0,28.0,3.0
0.0,0.0,0.0,1.0,11.0,5,4,235.0,11.0,14.0,37.0,284.031,97.0,0.0,1.0,1.0,0.0,0.0,1.0,88.0,172.0,29.0,2.0
0.0,0.0,0.0,1.0,11.0,5,4,179.0,51.0,18.0,38.0,284.031,97.0,0.0,0.0,0.0,1.0,0.0,0.0,89.0,170.0,31.0,3.0
1.0,0.0,0.0,0.0,11.0,6,4,246.0,25.0,16.0,41.0,284.031,97.0,0.0,0.0,0.0,1.0,0.0,0.0,67.0,170.0,23.0,8.0
1.0,0.0,0.0,0.0,11.0,6,4,291.0,31.0,12.0,40.0,284.031,97.0,0.0,0.0,1.0,1.0,0.0,1.0,73.0,171.0,25.0,4.0
1.0,0.0,0.0,0.0,11.0,2,4,246.0,25.0,16.0,41.0,284.031,97.0,0.0,0.0,0.0,1.0,0.0,0.0,67.0,170.0,23.0,8.0
0.0,0.0,0.0,1.0,11.0,3,4,179.0,51.0,18.0,38.0,284.031,97.0,0.0,0.0,0.0,1.0,0.0,0.0,89.0,170.0,31.0,1.0
1.0,0.0,0.0,0.0,11.0,4,4,260.0,50.0,11.0,36.0,284.031,97.0,0.0,0.0,4.0,1.0,0.0,0.0,65.0,168.0,23.0,8.0
0.0,1.0,0.0,0.0,11.0,6,4,260.0,50.0,11.0,36.0,284.031,97.0,0.0,0.0,4.0,1.0,0.0,0.0,65.0,168.0,23.0,8.0
0.0,0.0,0.0,0.0,11.0,6,4,378.0,49.0,11.0,36.0,284.031,97.0,1.0,0.0,2.0,0.0,1.0,4.0,65.0,174.0,21.0,0.0
